Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
-,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4 Turbo,57600 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,Medium
1850,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.5,364523 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,369695 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
494,NISSAN,March,2015,Hatchback,Yes,Petrol,1.2,93100 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
1514,LEXUS,LS 460,2011,Sedan,Yes,Petrol,4.6,89867 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
761,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,236000 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Medium
1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,62230 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,63655 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
790,HYUNDAI,I30,2009,Hatchback,Yes,Petrol,1.6,140000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
642,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2.0 Turbo,110000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,High
1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,84315 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
-,MAZDA,Mazda 6,2002,Sedan,No,Petrol,2.3,224000 km,4.0,Manual,Front,4-5,Left wheel,Blue,0,Medium
730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,40598 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
1292,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3,59099 km,6.0,Automatic,4x4,4-5,Left wheel,White,0,Low
-,VOLKSWAGEN,Jetta,2013,Sedan,Yes,Hybrid,1.4 Turbo,132399 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,Very High
640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,105909 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
988,TOYOTA,Prius,2007,Hatchback,No,Petrol,1.5,318400 km,4.0,Automatic,Front,4-5,Left wheel,Silver,6,Medium
-,MERCEDES-BENZ,S 500 long,1997,Sedan,Yes,Petrol,5,167000 km,8.0,Automatic,Rear,4-5,Left wheel,Black,8,Medium
2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8.0,Automatic,4x4,4-5,Left wheel,Black,0,Very High
640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,152847 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
810,VOLKSWAGEN,Jetta,2016,Sedan,Yes,Petrol,1.8 Turbo,52000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,Very High
353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,115347 km,4.0,Automatic,Front,4-5,Left wheel,Grey,0,Low
765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2.0 Turbo,31000 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,Very High
447,HONDA,FIT,2013,Universal,Yes,Petrol,1.3,39693 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
915,BMW,X5,2014,Jeep,Yes,Diesel,3,141384 km,6.0,Automatic,4x4,4-5,Left wheel,Blue,0,Medium
-,MERCEDES-BENZ,200,1996,Sedan,No,CNG,2,233000 km,4.0,Manual,Rear,4-5,Left wheel,Green,6,Medium
1077,CADILLAC,CTS,2019,Sedan,Yes,Petrol,2,21659 km,4.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
781,CHEVROLET,Cruze,2018,Sedan,No,Petrol,1.4 Turbo,37400 km,4.0,Automatic,Front,4-5,Left wheel,Black,8,High
607,TOYOTA,Camry,2019,Jeep,Yes,Hybrid,2.5,56834 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
528,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,70561 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,TOYOTA,Prius,2010,Hatchback,Yes,LPG,1.8,280000 km,4.0,Variator,Front,4-5,Left wheel,White,10,High
1185,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,193614 km,4.0,Automatic,Front,4-5,Left wheel,White,0,Low
-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,256000 km,6.0,Automatic,Front,4-5,Left wheel,White,1,High
-,NISSAN,Juke,2011,Jeep,No,Petrol,1.6 Turbo,112000 km,4.0,Tiptronic,4x4,4-5,Left wheel,Black,6,High
1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,200179 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Very High
1091,FORD,Fusion,2016,Sedan,Yes,Petrol,2.5,70344 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
584,TOYOTA,Corolla,2014,Sedan,Yes,Petrol,1.8,75000 km,6.0,Tiptronic,Front,4-5,Left wheel,Black,10,Very High
730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,53873 km,4.0,Automatic,Front,4-5,Left wheel,Red,4,Very High
-,TOYOTA,4Runner,2004,Jeep,No,LPG,4.7,204000 km,8.0,Automatic,4x4,4-5,Left wheel,Black,4,Very High
1481,JAGUAR,E-pace,2017,Jeep,Yes,Petrol,3,28421 km,6.0,Automatic,4x4,4-5,Left wheel,Red,12,Low
1055,MERCEDES-BENZ,C 300,2013,Sedan,Yes,Petrol,3.5,51875 km,6.0,Automatic,4x4,4-5,Left wheel,White,12,Low
1091,SUBARU,Forester,2016,Jeep,No,Petrol,2.5,63000 km,4.0,Variator,4x4,4-5,Left wheel,Green,8,Very High
730,FORD,Escape,2016,Jeep,No,Petrol,1.6,0 km,4.0,Automatic,4x4,4-5,Left wheel,Black,0,High
-,MERCEDES-BENZ,C 230,2000,Sedan,No,CNG,2.3,200000 km,4.0,Manual,Rear,4-5,Left wheel,Black,12,Medium
-,MERCEDES-BENZ,E 550,2010,Coupe,Yes,Petrol,5.5 Turbo,67000 km,12.0,Tiptronic,Rear,2-3,Left wheel,White,12,Very High
420,HYUNDAI,Accent,2019,Sedan,Yes,Hybrid,1.6,14587 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
530,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6 Turbo,172800 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,Very High
730,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,26000 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Very High
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,236272 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
1203,CHEVROLET,Camaro,2011,Coupe,Yes,Petrol,3.6,166318 km,6.0,Automatic,Rear,2-3,Left wheel,Grey,12,Low
-,MERCEDES-BENZ,E 200,2008,Sedan,Yes,Diesel,2.2 Turbo,0 km,4.0,Automatic,Rear,4-5,Left wheel,White,4,High
1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,138070 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,92627 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,130630 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,17600 km,4.0,Automatic,4x4,4-5,Left wheel,Red,12,Very High
-,HONDA,Cr-v,2005,Jeep,No,Petrol,2.4,118000 km,4.0,Automatic,4x4,4-5,Left wheel,Silver,6,High
-,VOLKSWAGEN,Touran,2008,Minivan,No,Diesel,2.0 Turbo,154000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,10,High
792,OPEL,Astra,2008,Hatchback,No,Petrol,1.4,155485 km,6.0,Manual,Front,4-5,Left wheel,White,6,Medium
988,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,113000 km,4.0,Automatic,Front,4-5,Left wheel,Sky blue,8,Medium
-,BMW,750,2010,Sedan,Yes,Petrol,4.4 Turbo,111000 km,8.0,Automatic,4x4,4-5,Left wheel,Black,12,Very High
-,FORD,Transit,1999,Microbus,No,Diesel,2.5,395000 km,4.0,Manual,Rear,4-5,Left wheel,Carnelian red,2,Medium
-,VOLKSWAGEN,Golf,2002,Hatchback,No,Petrol,2,150000 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,8,Medium
-,NISSAN,Altima,2006,Sedan,No,Petrol,2.5,160000 km,6.0,Automatic,Front,4-5,Left wheel,Black,6,Medium
-,MITSUBISHI,Airtrek turbo,2002,Jeep,Yes,CNG,2.0 Turbo,165000 km,4.0,Tiptronic,4x4,4-5,Right-hand drive,Grey,6,Medium
-,VOLKSWAGEN,CC,2013,Sedan,Yes,Petrol,3.6,101000 km,8.0,Automatic,Front,4-5,Left wheel,Grey,8,Very High
891,HONDA,Civic,2016,Sedan,Yes,Petrol,2,44914 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
-,HYUNDAI,Sonata,2012,Sedan,No,Hybrid,2,280480 km,4.0,Automatic,Front,4-5,Left wheel,Silver,9,High
-,LAND ROVER,Freelander,2004,Jeep,Yes,Petrol,2.5,458495 km,4.0,Automatic,4x4,4-5,Left wheel,Green,6,Low
-,BMW,535,2012,Sedan,Yes,Petrol,3.0 Turbo,92000 km,6.0,Tiptronic,Rear,4-5,Left wheel,White,8,Very High
1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,112193 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
1273,SSANGYONG,REXTON,2009,Jeep,Yes,Diesel,2.7,116092 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,596900 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
1017,CHEVROLET,Orlando,2017,Jeep,Yes,LPG,2,204067 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
1451,BMW,550,2011,Sedan,Yes,Petrol,4.4 Turbo,176000 km,8.0,Tiptronic,Rear,4-5,Left wheel,White,12,Very High
503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,63000 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,High
-,LINCOLN,Navigator,1998,Jeep,Yes,Petrol,5.4,155200 km,8.0,Automatic,4x4,4-5,Left wheel,Black,6,Medium
1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,62735 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,VOLKSWAGEN,Jetta,2011,Sedan,Yes,Petrol,2.5,136000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,High
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,292837 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
1086,JEEP,Grand Cherokee,2012,Jeep,Yes,Petrol,3.6,175788 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
-,TOYOTA,Prius C,2014,Hatchback,Yes,Hybrid,1.5,69000 km,5.0,Automatic,Front,4-5,Right-hand drive,White,12,High
642,KIA,Optima,2012,Sedan,Yes,LPG,2,95000 km,4.0,Tiptronic,Front,4-5,Left wheel,White,10,Low
-,MERCEDES-BENZ,CLK 320 AMG,2004,Coupe,Yes,Petrol,3.2,226000 km,6.0,Tiptronic,Rear,2-3,Left wheel,Black,10,Medium
1077,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,2,13940 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,53341 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
-,MAZDA,Mazda 3,2012,Sedan,No,Petrol,2,125000 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,Medium
-,MAZDA,Demio,2002,Hatchback,No,Petrol,1.5,110000 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,Medium
779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,350400 km,4.0,Tiptronic,Front,4-5,Left wheel,White,8,Very High
1273,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,71939 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
919,BMW,X5,2012,Jeep,Yes,Diesel,3,103458 km,6.0,Automatic,4x4,4-5,Left wheel,White,0,Medium
2225,TOYOTA,Tundra,2017,Sedan,Yes,Petrol,4.6,190875 km,8.0,Automatic,4x4,4-5,Left wheel,White,12,Medium
-,MERCEDES-BENZ,C 200 2.0,2004,Universal,Yes,CNG,2,223644 km,4.0,Tiptronic,Front,4-5,Right-hand drive,White,4,Low
1850,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3.5,366869 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
1273,TOYOTA,Sienna,2015,Sedan,Yes,Petrol,3.5,53014 km,6.0,Automatic,Front,4-5,Left wheel,Grey,12,Medium
779,TOYOTA,RAV 4,2013,Jeep,No,Petrol,2.5,176000 km,4.0,Tiptronic,4x4,4-5,Left wheel,Silver,8,Very High
530,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,312118 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Medium
1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,182024 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,189704 km,8.0,Automatic,4x4,4-5,Left wheel,Grey,0,Low
645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,89900 km,4.0,Automatic,Front,4-5,Left wheel,Beige,8,High
642,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,453075 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
961,CHEVROLET,Captiva,2009,Jeep,Yes,Diesel,2,63889 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
1277,KIA,Optima,2018,Sedan,Yes,Petrol,2.4,52710 km,4.0,Automatic,Front,4-5,Left wheel,Blue,12,Low
900,ACURA,TLX,2015,Sedan,Yes,Petrol,2.4,83099 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,45331 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Very High
-,VAZ,2106,1977,Sedan,No,Petrol,1.6,37500 km,4.0,Manual,Rear,4-5,Left wheel,Sky blue,0,Low
831,CHEVROLET,Equinox,2011,Jeep,Yes,Petrol,2.4,80000 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
-,BMW,X5,2015,Jeep,Yes,Petrol,3.0 Turbo,56000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,Very High
419,NISSAN,March,2013,Hatchback,Yes,Petrol,1.2,187175 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Low
-,OPEL,Zafira,2006,Minivan,No,CNG,1.6,350000 km,4.0,Manual,Front,4-5,Left wheel,White,6,Medium
-,MITSUBISHI,Mirage,2002,Sedan,No,Petrol,1.8,160000 km,4.0,Automatic,Front,4-5,Left wheel,White,2,Medium
503,TOYOTA,Aqua,2012,Hatchback,Yes,Hybrid,1.5,91000 km,4.0,Automatic,Front,4-5,Left wheel,Yellow,4,Very High
781,FORD,Escape,2012,Jeep,Yes,Hybrid,2.5,95349 km,4.0,Automatic,Front,4-5,Left wheel,Blue,0,Low
915,BMW,X5,2014,Jeep,Yes,Diesel,3,110715 km,6.0,Automatic,4x4,4-5,Left wheel,White,0,High
584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,138838 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
-,OPEL,Astra,2000,Hatchback,No,CNG,1.6,270000 km,4.0,Manual,Front,4-5,Left wheel,White,8,Low
-,SUBARU,Legacy,2016,Sedan,Yes,Petrol,2.5,135933 km,4.0,Tiptronic,4x4,4-5,Left wheel,Silver,12,Very High
1266,HONDA,FIT,2014,Hatchback,No,Hybrid,1.5,114000 km,4.0,Automatic,Front,4-5,Right-hand drive,White,8,Medium
402,KIA,Avella,2017,Sedan,Yes,Hybrid,1.6,103470 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
-,MITSUBISHI,Pajero IO,2000,Jeep,No,Petrol,2,170000 km,4.0,Automatic,4x4,4-5,Right-hand drive,White,0,Medium
696,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.2,128919 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
790,CHEVROLET,Lacetti,2009,Sedan,Yes,Petrol,1.6,52472 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,317470 km,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,Low
1694,NISSAN,Frontier,2016,Sedan,Yes,Petrol,4,105427 km,6.0,Automatic,Front,4-5,Left wheel,Blue,12,Low
259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,131893 km,4.0,Automatic,Front,4-5,Left wheel,Brown,0,Low
790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,53613 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
1436,CHEVROLET,Traverse,2010,Jeep,No,Petrol,3.6,200000 km,4.0,Automatic,4x4,4-5,Left wheel,Silver,0,High
-,HONDA,Civic Ferio,2003,Sedan,No,CNG,1.5,0 km,4.0,Automatic,Front,4-5,Right-hand drive,White,4,Medium
-,VOLKSWAGEN,Jetta,2011,Sedan,No,Petrol,2,97600 km,6.0,Tiptronic,Front,4-5,Left wheel,Black,10,High
640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,162558 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
-,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,203200 km,4.0,Variator,Front,4-5,Left wheel,Black,6,Medium
394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Low
-,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,193000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Medium
1273,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,71939 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
-,MERCEDES-BENZ,C 180,1997,Sedan,No,Petrol,1.8,11111111 km,4.0,Manual,Rear,4-5,Left wheel,Silver,2,Medium
1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,26802 km,4.0,Automatic,Rear,4-5,Left wheel,Black,12,Low
1156,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,111416 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
1624,LEXUS,RX 350,2009,Jeep,Yes,Petrol,3.5,155200 km,6.0,Tiptronic,4x4,4-5,Left wheel,Brown,12,Very High
-,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,212421 km,4.0,Variator,Front,4-5,Left wheel,White,12,Very High
1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,150909 km,8.0,Automatic,4x4,4-5,Left wheel,Black,0,Low
1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,49140 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,High
-,MERCEDES-BENZ,C 32 AMG,2001,Sedan,Yes,Petrol,3.2 Turbo,247000 km,6.0,Tiptronic,Rear,4-5,Left wheel,Black,8,Medium
333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,124493 km,4.0,Automatic,Front,4-5,Left wheel,White,0,Low
528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,140765 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
-,MERCEDES-BENZ,CL550 AMG,2007,Coupe,Yes,Petrol,5.5,171000 km,8.0,Automatic,Rear,2-3,Left wheel,Black,12,Very High
-,MERCEDES-BENZ,E 320,1998,Sedan,Yes,CNG,3.2 Turbo,290000 km,6.0,Tiptronic,Rear,4-5,Left wheel,Black,10,Medium
1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,146395 km,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,Low
-,LEXUS,ES 300 hybrid,2014,Sedan,Yes,Hybrid,2.5,133000 km,4.0,Automatic,Front,4-5,Left wheel,Black,10,Very High
-,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,73600 km,6.0,Automatic,Front,>5,Left wheel,Blue,6,Very High
-,OPEL,Vectra,1994,Sedan,No,Petrol,2,2697 km,4.0,Manual,Front,4-5,Left wheel,Green,2,Low
-,MERCEDES-BENZ,Viano,2004,Minivan,Yes,LPG,3.2,245000 km,6.0,Tiptronic,Rear,>5,Left wheel,White,4,Very High
-,TOYOTA,RAV 4,2017,Jeep,No,Petrol,2.5,32000 km,6.0,Automatic,Front,4-5,Left wheel,White,10,Very High
-,NISSAN,Pathfinder,1999,Jeep,Yes,LPG,3.3,106000 km,6.0,Automatic,4x4,4-5,Left wheel,Golden,2,Medium
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,248705 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
1197,NISSAN,X-Terra,2012,Jeep,No,Petrol,4,203200 km,6.0,Tiptronic,4x4,4-5,Left wheel,Grey,6,Very High
609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058 km,4.0,Automatic,Front,4-5,Left wheel,White,12,High
-,MERCEDES-BENZ,Sprinter,2002,Microbus,No,Diesel,2.7 Turbo,305000 km,5.0,Manual,Rear,2-3,Left wheel,White,2,High
289,FORD,Escape,2008,Sedan,Yes,Hybrid,0.4,209843 km,4.0,Automatic,Front,4-5,Left wheel,Grey,0,Low
831,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2.4,262690 km,4.0,Automatic,Front,4-5,Left wheel,Blue,12,Low
-,AUDI,Allroad,2004,Universal,Yes,Petrol,2.7 Turbo,0 km,6.0,Tiptronic,4x4,4-5,Left wheel,Blue,8,Low
-,MERCEDES-BENZ,ML 350,2005,Jeep,Yes,Petrol,3.7,280000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,8,High
639,CHEVROLET,Captiva,2014,Jeep,Yes,Diesel,2,53528 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
583,NISSAN,Juke,2011,Jeep,Yes,Petrol,1.6,0 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Low
-,MERCEDES-BENZ,C 250,2012,Sedan,Yes,Petrol,1.8 Turbo,99000 km,4.0,Automatic,Rear,4-5,Left wheel,Red,12,Very High
874,VOLKSWAGEN,UP,2013,Hatchback,No,Petrol,1,7914 km,4.0,Tiptronic,Front,2-3,Right-hand drive,Red,8,Medium
-,HYUNDAI,Veloster,2013,Sedan,No,Petrol,1.6,92800 km,4.0,Tiptronic,Front,2-3,Left wheel,Grey,6,Very High
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,475406 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
-,NISSAN,Skyline,2001,Sedan,Yes,Petrol,2.5,140000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
891,VOLKSWAGEN,Golf GTI,2016,Hatchback,No,Petrol,2,113600 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,Medium
986,TOYOTA,Camry,2010,Sedan,Yes,Hybrid,2.4,129170 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
-,BMW,318,1996,Sedan,No,Petrol,1.8,1000 km,4.0,Manual,Rear,4-5,Left wheel,Grey,2,Medium
-,HONDA,Civic,2002,Sedan,No,Petrol,1.5,205609 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,6,Low
-,JAGUAR,X-type,2004,Sedan,No,Petrol,2.1,96000 km,6.0,Automatic,Front,4-5,Right-hand drive,Green,8,Medium
1091,TOYOTA,Camry SPORT PAKET,2016,Sedan,Yes,Petrol,2.5,19000 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,Very High
784,CHEVROLET,Malibu,2017,Sedan,Yes,Petrol,1.5,0 km,4.0,Automatic,Front,4-5,Left wheel,Red,12,Low
-,MERCEDES-BENZ,Sprinter,2008,Microbus,Yes,Diesel,2.2 Turbo,200000 km,4.0,Manual,Rear,4-5,Left wheel,White,4,Low
-,HONDA,Step Wagon Pada,2004,Minivan,No,Petrol,2,330000 km,4.0,Automatic,Front,2-3,Right-hand drive,White,2,Medium
753,HONDA,Cr-v,2012,Jeep,No,Petrol,2.4,104852 km,4.0,Tiptronic,4x4,4-5,Left wheel,Silver,8,Very High
-,BMW,318,1999,Sedan,No,CNG,1.9,12000 km,4.0,Manual,Rear,4-5,Right-hand drive,Silver,6,Low
831,HONDA,Civic,2018,Sedan,Yes,Petrol,1.5,17992 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Very High
1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,79877 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,81595 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
585,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,174043 km,4.0,Automatic,Front,4-5,Left wheel,White,0,Medium
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,610412 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,125358 km,4.0,Automatic,Front,4-5,Left wheel,Grey,0,Low
-,RENAULT,Megane,2006,Universal,No,Diesel,1.5 Turbo,250000 km,4.0,Manual,Front,4-5,Left wheel,Silver,4,Medium
1024,FORD,Escape,2010,Jeep,Yes,Hybrid,2.5,131000 km,4.0,Automatic,Front,4-5,Left wheel,Grey,10,High
919,BMW,X5,2012,Jeep,Yes,Diesel,3,70994 km,6.0,Automatic,4x4,4-5,Left wheel,Black,0,Very High
639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,679836 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
333,FORD,C-MAX,2014,Hatchback,Yes,Hybrid,2,50100 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,High
638,SUBARU,Stella,2012,Hatchback,No,Petrol,0.7,14000 km,3.0,Automatic,Front,4-5,Right-hand drive,Silver,0,Medium
833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,70003 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,613052 km,4.0,Automatic,Front,4-5,Left wheel,Red,4,High
1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,56893 km,4.0,Automatic,Front,4-5,Left wheel,Red,12,Medium
